author,comment,ratings,title,url,cleaned_text,length,has_emoji,label
Nguyễn Hoàng Thái,"Phim hù từ đầu mở bài tới kết bài, cốt truyện dễ hiểu. Vừa hài vừa sợ với 2 cha công nhân, 2 cha bảo vệ. Đoạn 18+ diễn viên mlem =))))) Má nào coi nặng đô thì khỏi xem tại không có qq gì nặng đô hết trơn á 🤡", 6/10,Ma Xưởng Mía,https://www.momo.vn/cinema/pabrik-gula-24349/review,phim hù từ đầu mở bài tới kết bài cốt truyện dễ hiểu vừa hài vừa sợ 2 cha công nhân 2 cha bảo vệ đoạn 18+ diễn viên mlem = má coi nặng đô khỏi xem không có qq gì nặng đô hết trơn á 🤡,50,1,mixed/neutral
Nguyễn Hữu Phúc,Thật sự rất tệ...cái kết còn lãng xẹt, 3/10,Ma Xưởng Mía,https://www.momo.vn/cinema/pabrik-gula-24349/review,thật sự rất tệ cái kết còn lãng xẹt,8,0,negative
Đinh Vũ Ngọc Phụng,"🔍 Tổng thể:
Phim ở mức ổn, dễ xem, không quá đặc sắc nhưng vẫn có điểm nhấn riêng trong việc tái hiện một câu chuyện có thật với yếu tố kinh dị nhẹ. Không phải kiểu phim khiến người xem “thót tim” hay “xoắn não”, mà nghiêng nhiều về mô tả không khí và câu chuyện.

🎬 Nội dung & Kịch bản:
 • Kịch bản khá đơn giản, không có nhiều cao trào hay plot twist đáng chú ý.
 • Câu chuyện giống như một lời kể lại, với yếu tố tâm linh pha chút hiện thực xã hội.
 • Hơi thiếu chiều sâu, đôi lúc cảm giác giống như xem một chương trình truyền hình kể chuyện ma.

😂 Yếu tố hài:
 • Có chèn nhẹ các tình tiết hài để giảm căng thẳng, tạo cảm giác xem giải trí chứ không quá rùng rợn.
 • Những đoạn hài này không quá lố, nhưng cũng không quá duyên.

😱 Yếu tố kinh dị:
 • Mức độ “hù” vừa phải, phù hợp với người không quá mê phim kinh dị nặng đô.
 • Không nhiều pha jump-scare hoặc dựng hình ảnh ghê rợn, chủ yếu tạo sợ bằng không gian và bối cảnh.

📌 Điểm cộng:
 • Dựng phim ổn, bối cảnh nhà máy mía có nét đặc trưng riêng.
 • Dựa trên sự kiện thật tạo chút tò mò cho khán giả.

📌 Điểm trừ:
 • Thiếu cao trào, tiết tấu có phần chậm.
 • Không để lại nhiều ấn tượng sâu sắc sau khi xem.

⸻

👉 Tổng kết:
Phim phù hợp với ai muốn giải trí nhẹ nhàng với một chút yếu tố kinh dị, nhưng không nên kỳ vọng vào một tác phẩm quá hồi hộp hay đột phá. Nếu đánh giá theo thang điểm 10 thì bạn có thể cho khoảng 6 – 6.5/10, tùy theo gu cá nhân.", 7/10,Ma Xưởng Mía,https://www.momo.vn/cinema/pabrik-gula-24349/review,🔍 tổng thể phim ở mức ổn dễ xem không quá đặc sắc nhưng vẫn có điểm nhấn riêng việc tái hiện một câu chuyện có thật yếu tố kinh dị nhẹ không phải kiểu phim khiến người xem “thót tim” hay “xoắn não” nghiêng nhiều về mô tả không khí câu chuyện 🎬 nội dung & kịch bản • kịch bản khá đơn giản không có nhiều cao trào hay plot twist đáng chú ý • câu chuyện giống như một lời kể lại yếu tố tâm linh pha chút hiện thực xã hội • hơi thiếu chiều sâu đôi lúc cảm giác giống như xem một chương trình truyền hình kể chuyện ma 😂 yếu tố hài • có chèn nhẹ các tình tiết hài giảm căng thẳng tạo cảm giác xem giải trí không quá rùng rợn • những đoạn hài không quá lố nhưng cũng không quá duyên 😱 yếu tố kinh dị • mức độ “hù” vừa phải phù hợp người không quá mê phim kinh dị nặng đô • không nhiều pha jump-scare hoặc dựng hình ảnh ghê rợn chủ yếu tạo sợ bằng không gian bối cảnh 📌 điểm cộng • dựng phim ổn bối cảnh nhà máy mía có nét đặc trưng riêng • dựa trên sự kiện thật tạo chút tò mò cho khán giả 📌 điểm trừ • thiếu cao trào tiết tấu có phần chậm • không lại nhiều ấn tượng sâu sắc sau xem ⸻ 👉 tổng kết phim phù hợp ai muốn giải trí nhẹ nhàng một chút yếu tố kinh dị nhưng không nên kỳ vọng một tác phẩm quá hồi hộp hay đột phá nếu đánh giá theo thang điểm 10 bạn có thể cho khoảng 6 – 6 5/10 tùy theo gu cá nhân,299,1,mixed/neutral
Nguyễn Thị Ánh,phim không hay như cho trẻ cấp 1 xem giả tạo phí tiền chả hay k nên xem, 1/10,Ma Xưởng Mía,https://www.momo.vn/cinema/pabrik-gula-24349/review,phim không hay như cho trẻ cấp 1 xem giả tạo phí tiền chả hay không nên xem,18,0,negative
Nguyễn Trường Giang,Chán, 3/10,Ma Xưởng Mía,https://www.momo.vn/cinema/pabrik-gula-24349/review,chán,1,0,negative
Nguyễn Thị Phương Vy,"Tạm ổn, làm chuyện sai trái thì có quả báo thôi", 6/10,Ma Xưởng Mía,https://www.momo.vn/cinema/pabrik-gula-24349/review,tạm ổn làm chuyện sai trái có quả báo thôi,11,0,mixed/neutral
Vũ Bích Ngọc,"Phim ma rất đáng sợ, sợ nhưng rất hài <3", 7/10,Ma Xưởng Mía,https://www.momo.vn/cinema/pabrik-gula-24349/review,phim ma rất đáng sợ sợ nhưng rất hài <3,10,0,mixed/neutral
Huynh Doan Trong,Phim hay. Đáng xem, 7/10,Ma Xưởng Mía,https://www.momo.vn/cinema/pabrik-gula-24349/review,phim hay đáng xem,4,0,mixed/neutral
Nguyễn Thế Anh,Khá hài hước, 7/10,Ma Xưởng Mía,https://www.momo.vn/cinema/pabrik-gula-24349/review,khá hài hước,3,0,positive
Phạm Thị Thanh Hoa,Không hay lắm, 5/10,Ma Xưởng Mía,https://www.momo.vn/cinema/pabrik-gula-24349/review,không hay lắm,3,0,mixed/neutral
Nguyễn Đức Thanh,Toàn hù hơi nhạt, 6/10,Ma Xưởng Mía,https://www.momo.vn/cinema/pabrik-gula-24349/review,toàn hù hơi nhạt,4,0,mixed/neutral
Võ Ngọc Hân,đi coi mà t vs ghệ t ngủ muốn hết phim, 4/10,Ma Xưởng Mía,https://www.momo.vn/cinema/pabrik-gula-24349/review,đi coi tôi ghệ tôi ngủ muốn hết phim,11,0,negative
Nguyễn Đức Thịnh,K hay, 1/10,Ma Xưởng Mía,https://www.momo.vn/cinema/pabrik-gula-24349/review,không hay,2,0,negative
Trần Thị Hoài Linh,Phim quá dở và nhàm chán, 1/10,Ma Xưởng Mía,https://www.momo.vn/cinema/pabrik-gula-24349/review,phim quá dở nhàm chán,6,0,negative
Nguyễn Phan Thanh Tú,Phim lai lai hàn quốc kiểu cúng kiến mà ma thì nhìn vô tri, 5/10,Ma Xưởng Mía,https://www.momo.vn/cinema/pabrik-gula-24349/review,phim lai lai hàn quốc kiểu cúng kiến ma nhìn vô tri,14,0,mixed/neutral
Nguyễn Ngọc Kim Vy,coi ko hỉu cho lắm chuyển cảnh qua ko hỉu luôn chuyển cảnh như lật mặt vậy í nhanh mà ko hỉu còn khá rối mà phim đaiii củm gần httt nữ phụ đẹp đinnnn, 6/10,Khế Ước Bán Dâu,https://www.momo.vn/cinema/khe-uoc-ban-dau-24522/review,coi không hỉu cho lắm chuyển cảnh qua không hỉu luôn chuyển cảnh như lật mặt í nhanh không hỉu còn khá rối phim đai củm gần ht nữ phụ đẹp đin,35,0,mixed/neutral
Hoàng Thùy Linh,Phim k hay kết lãng xẹt giống phim tc hơn phim ma, 1/10,Khế Ước Bán Dâu,https://www.momo.vn/cinema/khe-uoc-ban-dau-24522/review,phim không hay kết lãng xẹt giống phim tc hơn phim ma,12,0,negative
Đinh Vũ Ngọc Liên,"Đi xem 2 lần ủng hộ tác giả Thục Linh, tuy nhiên phim chỉ làm lấy cảm hứng trên tiểu thuyết nên chưa đủ hay. Kịch bản sửa khả nhiều, các diễn viên cũng tạm.", 5/10,Khế Ước Bán Dâu,https://www.momo.vn/cinema/khe-uoc-ban-dau-24522/review,đi xem 2 lần ủng hộ tác giả thục linh tuy nhiên phim chỉ làm lấy cảm hứng trên tiểu thuyết nên chưa đủ hay kịch bản sửa khả nhiều các diễn viên cũng tạm,35,0,mixed/neutral
Huỳnh Như Ý,"Theo cá nhân mình thấy phim hong hay cho lắm, mình đã có đọc truyện r và phim chưa lm mình đủ wow", 4/10,Khế Ước Bán Dâu,https://www.momo.vn/cinema/khe-uoc-ban-dau-24522/review,theo cá nhân mình thấy phim hong hay cho lắm mình có đọc truyện r phim chưa lm mình đủ wow,23,0,mixed/neutral
Vũ Chí Dũng,"Phim cốt chuyện nhạt chán, thậm tệ, chưa bao giờ tiếc tiền mua vé như thế này", 1/10,Khế Ước Bán Dâu,https://www.momo.vn/cinema/khe-uoc-ban-dau-24522/review,phim cốt chuyện nhạt chán thậm tệ chưa bao giờ tiếc tiền mua vé như,17,0,negative
Đào Minh Thắng,"Lần đầu xem 01 bộ phim phải nói là cực kỳ dở tệ. Nội dung không có, diễn xuất tệ, cảnh quay xấu. Khuyên mọi người đừng nên mua vé, phí tiền, phí thời gian.", 1/10,Khế Ước Bán Dâu,https://www.momo.vn/cinema/khe-uoc-ban-dau-24522/review,lần đầu xem 01 bộ phim phải nói cực kỳ dở tệ nội dung không có diễn xuất tệ cảnh quay xấu khuyên mọi người đừng nên mua vé phí tiền phí thời gian,35,0,negative
Nguyễn Chu Thị Thanh Huyền,"Phim cũng khá hay, ko đoán trc đc tình tiết phim, coi xong về ám ảnh sợ luon 🥹🥹", 7/10,Khế Ước Bán Dâu,https://www.momo.vn/cinema/khe-uoc-ban-dau-24522/review,phim cũng khá hay không đoán trc được tình tiết phim coi xong về ám ảnh sợ luon 🥹 🥹,18,1,positive
Lê Mỹ Anh,"Thật sự thì mình khá thất vọng khi ra xem phim này, mình đã nghe truyện của tác giả viết ở youtube, truyện rất hay và cái kết làm mình thấy cảm động và rõ ràng. Còn khi lên phim thì hầu như bị thay đổi tình tiết khiến phim trở nên nhàm chán. Mặc dù mình thấy đnahs giá bị chê nhưng vì nghe truyện quá hay và cuốn nên mình vẫn quyết định đi xem và kết quả thất vọng không còn từ gì để nói. Các nhân vật trong phim rất rời rạc, nhìn không có chút gì ấn tượng để đọng lại. Mình là người đã nghe truyện thì còn hiểu sơ sơ còn những bạn mà không nghe truyện thì đi xem phim sẽ càng thấy khó hiểu hơn nữa. Nên là mình khuyên không nên đi xem phim này thật sự. Nếu bạn tò mò thì hãy nên nghe truyện còn về phim thì những tình tiết hấp dẫn đều bị lược bỏ, nhân vật cũng bị giảm không có đầy đủ như trong truyện đâu.", 1/10,Khế Ước Bán Dâu,https://www.momo.vn/cinema/khe-uoc-ban-dau-24522/review,thật sự mình khá thất vọng xem phim mình nghe truyện của tác giả viết ở youtube truyện rất hay cái kết làm mình thấy cảm động rõ ràng còn lên phim hầu như bị thay đổi tình tiết khiến phim trở nên nhàm chán mặc dù mình thấy đnahs giá bị chê nhưng vì nghe truyện quá hay cuốn nên mình vẫn quyết định đi xem kết quả thất vọng không còn từ gì nói các nhân vật phim rất rời rạc nhìn không có chút gì ấn tượng đọng lại mình người nghe truyện còn hiểu sơ sơ còn những bạn không nghe truyện đi xem phim sẽ càng thấy khó hiểu hơn nữa nên mình khuyên không nên đi xem phim thật sự nếu bạn tò mò hãy nên nghe truyện còn về phim những tình tiết hấp dẫn đều bị lược bỏ nhân vật cũng bị giảm không có đầy đủ như truyện đâu,182,0,negative
Nguyễn Hoàng Sơn,"phim coi ổn mọi thứ ok , màu sắc ổn , âm thanh ổn ,cốt truyện củng ổn", 6/10,Khế Ước Bán Dâu,https://www.momo.vn/cinema/khe-uoc-ban-dau-24522/review,phim coi ổn mọi thứ ok màu sắc ổn âm thanh ổn cốt truyện cũng ổn,18,0,mixed/neutral
Cao Thị Loan,"mình thấy cũng ở mức khá thôi nhé. cảnh quay và trang phục đẹp, tuy nhiên cốt truyện không ấn tượng lắm. mới xem hôm qua mà quên luôn nội dung rồi🥲", 6/10,Khế Ước Bán Dâu,https://www.momo.vn/cinema/khe-uoc-ban-dau-24522/review,mình thấy cũng ở mức khá thôi cảnh quay trang phục đẹp tuy nhiên cốt truyện không ấn tượng lắm mới xem hôm qua quên luôn nội dung rồi 🥲,32,1,mixed/neutral
Đặng Ngọc Bảo Trân,dở, 1/10,Khế Ước Bán Dâu,https://www.momo.vn/cinema/khe-uoc-ban-dau-24522/review,dở,1,0,negative
Phạm Hữu Quyết,"Tệ qua. Phim nội dung ko coa gì lổi bật , Và cũng ko có đoạn nào hù để cho mọi người có thể giật mình hay sợ , Lội dung.  Thiếu  logic  nói chúng đợt này 2 phim ma đều chán   Ko ra gì cô dâu ma với khế ước bán dâu chấm 1 điểm", 1/10,Khế Ước Bán Dâu,https://www.momo.vn/cinema/khe-uoc-ban-dau-24522/review,tệ qua phim nội dung không coa gì lổi bật cũng không có đoạn hù cho mọi người có thể giật mình hay sợ lội dung thiếu logic nói chúng đợt 2 phim ma đều chán không gì cô dâu ma khế ước bán dâu chấm 1 điểm,56,0,negative
Nguyễn Kim Việt,tệ, 1/10,Khế Ước Bán Dâu,https://www.momo.vn/cinema/khe-uoc-ban-dau-24522/review,tệ,1,0,negative
Lê Thị Mỹ Châu,"Nói chung là dở, thất vọng 
Nội dung phim rời rạc", 4/10,Khế Ước Bán Dâu,https://www.momo.vn/cinema/khe-uoc-ban-dau-24522/review,nói chung dở thất vọng nội dung phim rời rạc,11,0,negative
Trịnh Thị Thúy Hạnh,"Diễn viên ổn
Cơ mà nội dung dở quá. Thậm tệ
Kịch bản không có gì mới mẻ, mà tình tiết diễn ra chậm chậm chẳng có gì cao trào
Quỷ gì mà hiền khô. Người ta sắp giết mình rồi mà còn tỉnh bơ. Đến lúc sắp bị giết rồi mới hoang mang
Nhân vật thì chẳng biết ai làm chính, ai phụ. Ai cũng mờ nhạt 1 màu. Rồi cuối cùng chết hết
Nói chung là phí thời gian xem. May có vé free đi xem chớ không chắc tiếc tiền", 1/10,Khế Ước Bán Dâu,https://www.momo.vn/cinema/khe-uoc-ban-dau-24522/review,diễn viên ổn cơ nội dung dở quá thậm tệ kịch bản không có gì mới mẻ tình tiết diễn chậm chậm chẳng có gì cao trào quỷ gì hiền khô người ta sắp giết mình rồi còn tỉnh bơ đến lúc sắp bị giết rồi mới hoang mang nhân vật chẳng biết ai làm chính ai phụ ai cũng mờ nhạt 1 màu rồi cuối cùng chết hết nói chung phí thời gian xem may có vé free đi xem chớ không chắc tiếc tiền,93,0,negative
Quàng Thanh Hà,"Trong năm nay mình đi coi tất cả các phim ma Việt nhưng đây là bộ phim đầu tiên khiến mình thất vọng nhiều đến như vậy. Phim rất nhạt, không có cảnh nào là sợ hay kể cả là hù nhẹ cũng không có đặc sắc. Nội dung phim cũng không nổi bật.", 2/10,Khế Ước Bán Dâu,https://www.momo.vn/cinema/khe-uoc-ban-dau-24522/review,năm nay mình đi coi tất cả các phim ma việt nhưng đây bộ phim đầu tiên khiến mình thất vọng nhiều đến như phim rất nhạt không có cảnh sợ hay kể cả hù nhẹ cũng không có đặc sắc nội dung phim cũng không nổi bật,54,0,negative
Nguyễn Thanh Hằng,Dài dòng - tệ, 1/10,Khế Ước Bán Dâu,https://www.momo.vn/cinema/khe-uoc-ban-dau-24522/review,dài dòng - tệ,3,0,negative
Hướng Xuân Bắc,"Phim cũng tạm, cũng có đầu tư đấy, các diễn viên vất vả đến nỗi mắt ai cũng thâm xì lun. Ma quỷ gì mà cứ buồn buồn sao ấy, hay tại mình hỏng sợ nhờ", 6/10,Khế Ước Bán Dâu,https://www.momo.vn/cinema/khe-uoc-ban-dau-24522/review,phim cũng tạm cũng có đầu tư các diễn viên vất vả đến nỗi mắt ai cũng thâm xì luôn ma quỷ gì cứ buồn buồn sao hay mình hỏng sợ nhờ,36,0,mixed/neutral
Đỗ Quốc Việt,Nhiều tình tiết bất hợp lý. Đạo diễn có vấn đề., 3/10,Khế Ước Bán Dâu,https://www.momo.vn/cinema/khe-uoc-ban-dau-24522/review,nhiều tình tiết bất hợp lý đạo diễn có vấn đề,11,0,negative
Nguyễn Thị Ngọc,"lần đầu đi xem phim dở ẹc mà phải viết đánh giá như này, phim ma việt ngày càng ra nhiều và tràn lan, ủng hộ phim nước nhà thôi chứ phim này chán lắm, đi xem về mà tiếc tiền vừa tốn công đi xa", 2/10,Khế Ước Bán Dâu,https://www.momo.vn/cinema/khe-uoc-ban-dau-24522/review,lần đầu đi xem phim dở ẹc phải viết đánh giá như phim ma việt ngày càng nhiều tràn lan ủng hộ phim nước nhà thôi phim chán lắm đi xem về tiếc tiền vừa tốn công đi xa,46,0,negative
Trần Thị Tố Uyên,"mở bài cảm giác rất hay 
kết bài hơi hụt hẫng", 5/10,Khế Ước Bán Dâu,https://www.momo.vn/cinema/khe-uoc-ban-dau-24522/review,mở bài cảm giác rất hay kết bài hơi hụt hẫng,11,0,mixed/neutral
Lê Văn Quốc Kiệt,Chưa đủ Wow cuối hơi chán, 3/10,Khế Ước Bán Dâu,https://www.momo.vn/cinema/khe-uoc-ban-dau-24522/review,chưa đủ wow cuối hơi chán,6,0,negative
Dương Thị Bích Phương,"Ý là mình cũng là người dễ, nma phim này cũng tạm không có gì bất ngờ ( thì về ý nghĩ cách sống con người như mọi bộ phim khác thoi à )", 5/10,Khế Ước Bán Dâu,https://www.momo.vn/cinema/khe-uoc-ban-dau-24522/review,ý mình cũng người dễ nhưng phim cũng tạm không có gì bất ngờ về ý nghĩ cách sống con người như mọi bộ phim khác thoi,32,0,mixed/neutral
Đặng Thu Phương,"Hù doạ rẻ tiền, nội dung cắt xé nhiều hơn bản truyện, âm thành gào thét gây đau đầu.", 1/10,Khế Ước Bán Dâu,https://www.momo.vn/cinema/khe-uoc-ban-dau-24522/review,hù doạ rẻ tiền nội dung cắt xé nhiều hơn bản truyện âm thành gào thét gây đau đầu,19,0,negative
Nguyễn Bảo Thiện,"Thề, coi phim gì mà bùn ngủ, gục lên gục xuốn mấy lần", 6/10,Khế Ước Bán Dâu,https://www.momo.vn/cinema/khe-uoc-ban-dau-24522/review,thề coi phim gì bùn ngủ gục lên gục xuốn mấy lần,13,0,negative
Bùi Hoàng Tuấn,không hay, 5/10,Khế Ước Bán Dâu,https://www.momo.vn/cinema/khe-uoc-ban-dau-24522/review,không hay,2,0,negative
Phùng Mai Anh,Phom không có gì đặc sắc, 2/10,Khế Ước Bán Dâu,https://www.momo.vn/cinema/khe-uoc-ban-dau-24522/review,phom không có gì đặc sắc,6,0,negative
Võ Hồng Trinh,T đang xem cái cứt gi v tr?? Lâu r mới coi bộ phim vừa dở vừa xàm nv :), 1/10,Khế Ước Bán Dâu,https://www.momo.vn/cinema/khe-uoc-ban-dau-24522/review,tôi xem cái cứt gi trời lâu r mới coi bộ phim vừa dở vừa xàm nhân vật,19,0,negative
Trần Đức Quang,"Phim nhạt, diễn viên xấu, thoại dở mất công đi xem quá chán. Má nào mà chấm điểm cao thì chỉ có bịp thôi", 1/10,Khế Ước Bán Dâu,https://www.momo.vn/cinema/khe-uoc-ban-dau-24522/review,phim nhạt diễn viên xấu thoại dở mất công đi xem quá chán má chấm điểm cao chỉ có bịp thôi,24,0,negative
Nguyễn Thị Yến Linh,"Ước được đánh giá một ￼sao 19 lần cho 19 vé của tụi mình luôn á. Tức tới nổi fải vô đánh giá, lan man dài dòng, thoại đơ, nội dung cũng k đâu vào đâu. Cứ tưởng chuyển thể từ tiểu thuyết thì phải có nội dung chứ trời vậy đó mà làm dở được thì hay thiệt. Trước khi bước vô rạp là thấy review nhiều là dở rồi mà trả vé đ đc. Huhu phí tiềnnnnnn rất phí tiềnnnnnn", 1/10,Khế Ước Bán Dâu,https://www.momo.vn/cinema/khe-uoc-ban-dau-24522/review,ước được đánh giá một ￼sao 19 lần cho 19 vé của tụi mình luôn á tức tới nổi fải vô đánh giá lan man dài dòng thoại đơ nội dung cũng không đâu đâu cứ tưởng chuyển thể từ tiểu thuyết phải có nội dung trời làm dở được hay thiệt trước bước vô rạp thấy review nhiều dở rồi trả vé đ được huhu phí tiền rất phí tiền,82,0,negative
Lâm Khả Di,"Theo mình thì phim không hay cũng không dở , mạch phim làm mình cảm thấy hơi bị mệt. Mọi thứ nó cứ lửng lửng nên xem xong ko động lại gì nhiều. Lúc xem cảnh lập bàn tế thấy hơi tựa tựa Quật mộ trùng ma nha kkkkk", 5/10,Khế Ước Bán Dâu,https://www.momo.vn/cinema/khe-uoc-ban-dau-24522/review,theo mình phim không hay cũng không dở mạch phim làm mình cảm thấy hơi bị mệt mọi thứ nó cứ lửng lửng nên xem xong không động lại gì nhiều lúc xem cảnh lập bàn tế thấy hơi tựa tựa quật mộ trùng ma nha k,49,0,mixed/neutral
Nguyễn Hương Lan,"Trời ơi cảnh nóng mà coi xong cười sặc nước ngọt =)) Nhma phải khen phim này đầu tư hình ảnh, trang phục lắm nha", 7/10,Khế Ước Bán Dâu,https://www.momo.vn/cinema/khe-uoc-ban-dau-24522/review,trời cảnh nóng coi xong cười sặc nước ngọt = nhma phải khen phim đầu tư hình ảnh trang phục lắm nha,24,0,positive
Nguyễn Thùy Linh,"Trời ơi cảnh nóng mà coi xong cười sặc nước ngọt =)) Nhma phải khen phim này đầu tư hình ảnh, trang phục lắm nha", 7/10,Khế Ước Bán Dâu,https://www.momo.vn/cinema/khe-uoc-ban-dau-24522/review,trời cảnh nóng coi xong cười sặc nước ngọt = nhma phải khen phim đầu tư hình ảnh trang phục lắm nha,24,0,positive
Nguyễn Ngọc Thùy Chi,"Bối cảnh phim xịn, mà cảnh nóng thì xịt 🤡", 7/10,Khế Ước Bán Dâu,https://www.momo.vn/cinema/khe-uoc-ban-dau-24522/review,bối cảnh phim xịn cảnh nóng xịt 🤡,10,1,mixed/neutral
Nguyễn Yến Nhi,"phim nhảm , xàm cốt phim thê tha chán, coi mà ngủ gục luon", 1/10,Khế Ước Bán Dâu,https://www.momo.vn/cinema/khe-uoc-ban-dau-24522/review,phim nhảm xàm cốt phim thê tha chán coi ngủ gục luon,14,0,negative
Nguyễn Thị Nhung,so với lời quảng cáo thì khi xem thực tế hơi hụt!, 6/10,Khế Ước Bán Dâu,https://www.momo.vn/cinema/khe-uoc-ban-dau-24522/review,so lời quảng cáo xem thực tế hơi hụt,12,0,mixed/neutral
Lê Nguyên Chẩn,"phim coi cũng được nhe, trang phục với bối cảnh làm công phu, đẹp", 7/10,Khế Ước Bán Dâu,https://www.momo.vn/cinema/khe-uoc-ban-dau-24522/review,phim coi cũng được nhe trang phục bối cảnh làm công phu đẹp,14,0,mixed/neutral
Bùi Gia Thịnh,"Phim dài dòng, rời rạc, lê thê, thoại rất sượng, diễn viễn chưa tạo được chem, coi rất chán, 1 tiếng đầu của phim thật sự dài dòng, không hiểu truyền đạt điều gì, vì nghe bảo phim chuyển thể từ nguyên tác nên đi xem nhưng thật sự thất vọng, bối cảnh tối, không thấy nhân vật, diễn xuất gượng gạo, bối cảnh thì hẹp, không đáng xem !", 1/10,Khế Ước Bán Dâu,https://www.momo.vn/cinema/khe-uoc-ban-dau-24522/review,phim dài dòng rời rạc lê thê thoại rất sượng diễn viễn chưa tạo được chem coi rất chán 1 tiếng đầu của phim thật sự dài dòng không hiểu truyền đạt điều gì vì nghe bảo phim chuyển thể từ nguyên tác nên đi xem nhưng thật sự thất vọng bối cảnh tối không thấy nhân vật diễn xuất gượng gạo bối cảnh hẹp không đáng xem,70,0,negative
Đặng Thị Bình,"Phim quá bình thường, cái kết để dv chính chết gần hết . Hụt hững", 4/10,Khế Ước Bán Dâu,https://www.momo.vn/cinema/khe-uoc-ban-dau-24522/review,phim quá bình thường cái kết diễn viên chính chết gần hết hụt hững,15,0,negative
Lê Trường Vy,"“Ta giờ là người của chàng-sống cũng là người của chàng, chít cũng là ma của chàng”
Đại khái là dù yêu hay không, con người xưa cứ mang tiếng là người vợ thì làm trọn trách đúng của người làm vợ. Thường là cống hết mình như kiểu sinh con trai mới bằng được :)))

Phim gì die lun hết mịe và ko có gì đọng lại lắng lắng tí, hết hụt hẫng những con chim lạc bầy luôn
Dù nó có cốt truyện nhưng lỏng lẻo, không có chiều sâu cảm xúc nên gây nhàm. Những tình tiết không quá ghê, nếu không ghê phải cho thấy câu chuyện, đằng này hù không tới lại gây cười cho khán giả. Một khi phim về sự tâm linh ma quỷ phải có độ rùng rợn nhất định, nhưng cứ hù mà không sợ là nên buồn đi

Đây là trích một ý nhỏ của mình, còn người khác mình nghe được là phim không hay, cố bắt chước của đạo diễn nào đấy tên V nhưng không tới, từ phong cách đến bối cảnh. Cần cố hơn để khán giả nhớ đến

Đây là lần đầu mình đánh giá một phim dưới 10 sao dù cũng có phim cũng dở 🤭", 6/10,Khế Ước Bán Dâu,https://www.momo.vn/cinema/khe-uoc-ban-dau-24522/review,“ta giờ người của chàng-sống cũng người của chàng chít cũng ma của chàng” đại khái dù yêu hay không con người xưa cứ mang tiếng người vợ làm trọn trách đúng của người làm vợ thường cống hết mình như kiểu sinh con trai mới bằng được phim gì die luôn hết mịe không có gì đọng lại lắng lắng tí hết hụt hẫng những con chim lạc bầy luôn dù nó có cốt truyện nhưng lỏng lẻo không có chiều sâu cảm xúc nên gây nhàm những tình tiết không quá ghê nếu không ghê phải cho thấy câu chuyện đằng hù không tới lại gây cười cho khán giả một phim về sự tâm linh ma quỷ phải có độ rùng rợn nhất định nhưng cứ hù không sợ nên buồn đi đây trích một ý nhỏ của mình còn người khác mình nghe được phim không hay cố bắt chước của đạo diễn tên nhưng không tới từ phong cách đến bối cảnh cần cố hơn khán giả nhớ đến đây lần đầu mình đánh giá một phim dưới 10 sao dù cũng có phim cũng dở 🤭,211,1,mixed/neutral
Nguyễn Thị Hồng Tâm,"Chua coi hết phim nhưng phim TỆ NHA,qá dàu dòng,k có bố cục, NHẢM, có 1 cảnh qay hoài, diển viên chán ngắt,PHÍ TIỀN,cả rạp đều phản đối, má ơi chắc phim chiếu tới ngày thứ 7 là chắc k ai coi qá,PHIM TỆ NHẤT từng xem, đừng xem mn ơi, tin tôi đi,tôi k nên đi,dở đở dở", 1/10,Khế Ước Bán Dâu,https://www.momo.vn/cinema/khe-uoc-ban-dau-24522/review,chua coi hết phim nhưng phim tệ nha qá dàu dòng không có bố cục nhảm có 1 cảnh qay hoài diển viên chán ngắt phí tiền cả rạp đều phản đối má chắc phim chiếu tới ngày thứ 7 chắc không ai coi qá phim tệ nhất xem đừng xem mọi người tin tôi đi tôi không nên đi dở đở dở,60,0,negative
Nguyễn Tuấn Vỉ,"Đây là lần đầu tiên mình đánh giá phim Việt 1 sao, thật sự phim quá dở, nội dung lang mang, chuyển cảnh bất chợt và vô lí lắm luôn á, nội dung phym không có gì quá là ý nghĩa và thiếu chiều sâu. Xem xong rất bực bội vì phí tiền và thời gian. Có thể cho âm điểm thì mình cũng cho luôn ấy, mình viết dài v với hi vọng mọi người đừng phí tiền và thời gian mà chọn phym này như mình. Chắc phym chỉ nổi là nhờ phân cảnh lộ mông quá:))", 1/10,Khế Ước Bán Dâu,https://www.momo.vn/cinema/khe-uoc-ban-dau-24522/review,đây lần đầu tiên mình đánh giá phim việt 1 sao thật sự phim quá dở nội dung lang mang chuyển cảnh bất chợt vô lí lắm luôn á nội dung phym không có gì quá ý nghĩa thiếu chiều sâu xem xong rất bực bội vì phí tiền thời gian có thể cho âm điểm mình cũng cho luôn mình viết dài hi vọng mọi người đừng phí tiền thời gian chọn phym như mình chắc phym chỉ nổi nhờ phân cảnh lộ mông quá,99,0,negative
